2021-11-29 11:18:08.492 | ERROR    | main:add_precess_time_header:63 - <coroutine object api_auth at 0x051058E8>
2021-11-29 11:18:08.772 | ERROR    | main:add_precess_time_header:63 - <coroutine object api_auth at 0x04ECD420>
2021-11-29 11:18:44.662 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:18:44.665 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x05046930>
2021-11-29 11:18:44.666 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:18:44.785 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:18:44.787 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x04E0E8E8>
2021-11-29 11:18:44.789 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:12.147 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:12.149 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x050108A0>
2021-11-29 11:20:12.151 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:12.271 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:12.273 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x040FFFA8>
2021-11-29 11:20:12.275 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:19.738 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:19.740 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x05010468>
2021-11-29 11:20:19.742 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:19.817 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:19.820 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x05010588>
2021-11-29 11:20:19.822 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:32.980 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:32.983 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x05110978>
2021-11-29 11:20:32.985 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:33.094 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:33.096 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x04EDC930>
2021-11-29 11:20:33.099 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:20:41.880 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:20:41.883 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x05110540>
2021-11-29 11:20:41.885 | ERROR    | main:add_precess_time_header:65 - -----
2021-11-29 11:21:14.041 | ERROR    | main:add_precess_time_header:63 - -----
2021-11-29 11:21:14.044 | ERROR    | main:add_precess_time_header:64 - <coroutine object api_auth at 0x051105D0>
2021-11-29 11:21:14.047 | ERROR    | main:add_precess_time_header:65 - -----
